时间,价格,数量,买卖方向
9:45:30,40.83,2,SC
9:45:30,40.78,2,2S
9:45:30,40.79,1,2B
9:45:30,40.78,1,2S
9:45:31,40.86,3,SC
9:45:31,40.86,2,SC
9:45:33,40.8,2,2S
9:45:33,40.83,2,SC
9:45:36,40.78,1,2S
9:45:36,40.92,1,SC
9:45:36,40.5,20,BC
9:45:39,40.78,1,2B
9:45:39,40.78,1,2B
9:45:39,40.87,2,SC
9:45:42,40.8,6,2B
9:45:42,40.97,10,2S
9:45:42,40.8,10,2B
9:45:43,40.79,2,2S
9:45:43,40.79,2,2B
9:45:43,39.97,1,2S
9:45:43,41.42,90,SC
9:45:43,40.77,1,2S
9:45:44,40.76,4,2B
9:45:44,40.75,1,2B
9:45:45,41.06,1,SC
9:45:45,40.8,0.85,SC
9:45:45,40.76,2,2B
9:45:45,41.02,2,SC
9:45:45,40.85,1,SC
9:45:45,41.1,9,SC
9:45:45,40.85,1,SC
9:45:45,40.92,17,2S
9:45:46,40.78,1,2S
9:45:46,40.79,1,2S
9:45:46,40.77,1,2B
9:45:46,40.35,1,2S
9:45:46,40.79,1,2S
9:45:47,40.79,1,2S
9:45:48,40.78,1,2B
9:45:49,40.77,3,2B
9:45:50,40.36,1,2S
9:45:52,40.78,3,2B
9:45:53,40.78,2,2B
9:45:53,40.77,3,2B
9:45:54,40.79,1,2B
9:45:54,40.79,1,2B
9:45:54,40.79,1,2B
9:45:54,40.79,3,2B
9:45:54,40.79,3,2B
9:45:54,40.77,5,2B
9:45:55,40.8,3,2B
9:45:55,40.8,1,2B
9:45:57,40.79,3,2B
9:45:58,40.92,1,2S
9:45:58,40.81,3,2B
9:45:59,40.78,1,2B
9:45:59,40.78,4,2B
9:46:00,41.3,17,2S
9:46:00,40.79,3,BC
9:46:00,40.79,3,BC
9:46:01,40.78,2,BC
9:46:02,40.78,1,BC
9:46:03,40.79,3,2B
9:46:03,40.81,3,2B
9:46:04,40.86,1,2S
9:46:06,40.86,2,2B
9:46:06,40.86,1,2B
9:46:06,40.86,1,2B
9:46:06,40.86,2,2B
9:46:06,40.86,2,2B
9:46:06,40.92,17,SC
9:46:06,40.86,2,2B
9:46:06,40.86,2,2B
9:46:06,40.86,2,2B
9:46:07,40.92,3,2S
9:46:07,40.4,1,2S
9:46:07,40.86,1,2B
9:46:08,40.79,3,BC
9:46:08,41.67,3,2S
9:46:09,40.81,3,BC
9:46:09,40.86,2,2B
9:46:10,40.77,2,BC
9:46:12,40.86,2,BC
9:46:12,40.86,2,BC
9:46:12,40.78,3,BC
9:46:14,41.68,1,2B
9:46:15,40.92,1,2B
9:46:15,40.91,5,2S
9:46:15,40.8,3,BC
9:46:16,40.86,1,BC
9:46:16,40.86,2,BC
9:46:16,40.86,2,BC
9:46:16,40.86,2,BC
9:46:16,41.68,2,2B
9:46:18,40.81,3,BC
9:46:18,40.9,1,2S
9:46:19,41.73,2,2B
9:46:20,40.5,8,2B
9:46:21,40.9,12,2S
9:46:21,40.8,4,2B
9:46:22,40.76,2,2B
9:46:22,41.73,1,2B
9:46:23,40.92,1,2B
9:46:24,40.91,2,SC
9:46:24,40.89,2,2S
9:46:24,40.86,5,2S
9:46:25,40.26,20,2B
9:46:25,40.74,1,2B
9:46:25,40.76,4,BC
9:46:25,40.92,1,2S
9:46:27,40.86,1,2B
9:46:27,40.85,1,2S
9:46:27,40.89,2,SC
9:46:27,40.9,10,SC
9:46:27,40.85,2,2S
9:46:27,40.85,10,2S
9:46:28,40.8,5,2B
9:46:30,40.8,2,2B
9:46:31,41.18,1,2S
9:46:31,40.81,1,2B
9:46:31,40.81,2,2B
9:46:31,40.5,4,2B
9:46:31,41.68,1,2B
9:46:31,40.85,13,2B
9:46:31,40.86,4,2S
9:46:32,40.81,2,2B
9:46:33,40.86,5,2B
9:46:34,40.78,13,2B
9:46:34,40.85,1,BC
9:46:34,39,9,2B
9:46:35,40.85,400,2S
9:46:36,40.76,2,BC
9:46:36,40.84,2,2S
9:46:37,40.81,1,2B
9:46:39,40.84,2,2S
9:46:41,40.8,30,2B
9:46:42,40.8,2,BC
9:46:43,40.84,1,2S
9:46:44,40.8,1,2S
9:46:44,40.81,9,2S
9:46:46,40,1,2B
9:46:47,40.84,1,2S
9:46:47,40.8,14,2S
9:46:47,40.82,2,2B
9:46:48,40.9,2,2B
9:46:48,40.84,2,SC
9:46:48,40.81,9,2B
9:46:49,40.8,15,2S
9:46:51,40.8,7,2S
9:46:51,40.8,2,2S
9:46:51,40.8,1,2S
9:46:51,40.39,1,2S
9:46:51,41.3,2,SC
9:46:54,40.92,2,SC
9:46:54,40.76,2,BC
9:46:55,39.98,1,2B
9:46:55,40.81,5,2S
9:46:56,40.41,1,2B
9:46:56,40.78,2,2S
9:46:56,40.81,5,SC
9:47:01,40.26,1,2B
9:47:03,40.75,2,2S
9:47:04,40.8,1,2S
9:47:04,40.8,1,2S
9:47:04,41.03,20,2S
9:47:04,40.8,1,2S
9:47:04,40.8,15,2B
9:47:06,39.83,30,2B
9:47:06,40.8,3,2B
9:47:09,40.7,4,2B
9:47:10,41.03,20,SC
9:47:12,40.84,2,2B
9:47:12,40.8,17,2S
9:47:14,40.81,1,2B
9:47:15,40.8,3,BC
9:47:15,40.81,2,2B
9:47:15,40.8,3,2B
9:47:15,40.81,1,2S
9:47:15,40.81,1,2S
9:47:15,41.62,1,2B
9:47:15,40.84,9,2B
9:47:16,40.89,2,2S
9:47:16,40.85,400,SC
9:47:17,40.8,9,2S
9:47:17,41.04,1,2B
9:47:18,40.85,4,2B
9:47:18,40.8,2,2B
9:47:19,41.62,2,2B
9:47:20,40.84,6,2B
9:47:20,41.71,3,2B
9:47:21,40.85,2,2B
9:47:23,41.17,1,2B
9:47:24,40.96,2,2S
9:47:24,39.98,1,BC
9:47:24,41.79,2,2B
9:47:25,40.6,2,2B
9:47:27,40.96,1,2S
9:47:27,40.97,20,2B
9:47:28,40.8,2,2B
9:47:28,41.03,1,2B
9:47:28,41.79,1,2B
9:47:28,40.68,2,2B
9:47:30,40.97,1,2S
9:47:30,40.97,1,2S
9:47:30,40.97,1,2S
9:47:30,40.97,1,2S
9:47:30,40.97,1,2S
9:47:30,40.97,1,2S
9:47:30,41.03,3,2S
9:47:30,40.97,1,2S
9:47:30,40.97,1,2S
9:47:30,40.97,1,2S
9:47:30,40.97,1,2S
9:47:30,40.97,1,2S
9:47:30,40.97,1,2S
9:47:30,40.97,1,2S
9:47:30,40.97,1,2S
9:47:30,40.97,1,2S
9:47:30,40.97,1,2S
9:47:30,40.97,1,2S
9:47:30,40.97,2,2S
9:47:30,40.97,2,2S
9:47:30,40.97,1,2S
9:47:30,40.97,1,2S
9:47:30,40.97,1,2S
9:47:30,40.97,1,2S
9:47:30,40.97,1,2S
9:47:30,40.97,1,2S
9:47:32,40.96,1,2S
9:47:33,40.85,2,2B
9:47:33,40.96,5,2S
9:47:33,40.96,1,SC
9:47:33,40.97,1,2S
9:47:33,40.85,4,BC
9:47:33,41.7,4,SC
9:47:34,39.98,2,2B
9:47:35,40.97,4,2B
9:47:36,40.5,5,2B
9:47:37,40.8,1,2S
9:47:37,40.8,2,2B
9:47:39,40.82,10,2B
9:47:39,40.05,2,2B
9:47:40,40.96,12,2S
9:47:42,41.03,3,SC
9:47:45,40.5,10,2B
9:47:49,40.86,3,2B
9:47:49,40.85,1,2B
9:47:49,40.85,1,2B
9:47:51,40.85,2,BC
9:47:51,40.86,2,2B
9:47:51,40.85,1,2B
9:47:52,40.84,6,BC
9:47:53,41.25,1,2S
9:47:54,40.79,3,BC
9:47:55,40.95,5,2S
9:47:56,40.44,1,2S
9:47:57,40.79,5,2B
9:47:57,40.5,5,2B
9:47:58,41.4,12,SC
9:47:58,40.8,10,2B
9:47:58,40.68,2,2B
9:48:00,40,1,2B
9:48:01,40.16,3,2B
9:48:04,40.86,5,2B
9:48:04,40.86,2,2B
9:48:05,40.2,20,2B
9:48:06,40.9,3,2B
9:48:09,40.86,2,BC
9:48:09,40.92,3,2B
9:48:12,41.3,12,2S
9:48:12,40.92,1,2S
9:48:12,40.92,1,2S
9:48:12,40.92,1,2S
9:48:12,40.92,1,2S
9:48:12,40.92,1,2S
9:48:12,40.92,1,2S
9:48:12,40.92,1,2S
9:48:12,40.92,1,2S
9:48:12,40.9,3,BC
9:48:12,40.97,1,SC
9:48:12,40.97,1,SC
9:48:12,40.97,1,SC
9:48:12,40.92,3,2B
9:48:12,40.97,2,SC
9:48:12,40.97,1,SC
9:48:12,40.97,2,SC
9:48:12,40.97,1,SC
9:48:12,40.97,1,SC
9:48:12,40.97,1,SC
9:48:12,40.97,1,SC
9:48:12,40.97,1,SC
9:48:13,40.97,1,SC
9:48:15,40.96,1,SC
9:48:15,40.97,1,SC
9:48:17,40.86,5,2B
9:48:18,40.86,5,2B
9:48:20,40.95,1,2S
9:48:20,40.85,1,BC
9:48:20,40.92,3,2S
9:48:21,40.7,1,2B
9:48:22,40.92,1,SC
9:48:22,40.92,3,SC
9:48:22,40.92,1,2B
9:48:25,40.8,8,2B
9:48:28,40.86,5,2B
9:48:30,40.87,5,2B
9:48:31,40.85,9,2B
9:48:33,40.87,1,2S
9:48:33,40.87,1,2S
9:48:33,40.09,1,BC
9:48:33,40.51,1,2S
9:48:33,40.87,3,2B
9:48:33,40.95,4,2B
9:48:37,40.87,29,2B
9:48:40,40.82,1,2S
9:48:43,40.88,7,2B
9:48:43,40.8,3,2B
9:48:44,40.88,4,2B
9:48:45,40.87,3,BC
9:48:45,40.88,3,2B
9:48:46,40.89,1,2B
9:48:48,40.88,3,BC
9:48:48,40.89,2,2B
9:48:48,37.58,8,2S
9:48:48,40.89,2,2B
9:48:48,40.8,1,2B
9:48:49,40.86,5,BC
9:48:51,40.68,1,2B
9:48:51,40.88,3,2B
9:48:53,40.89,2,2B
9:48:55,40,1,2B
9:48:58,40.9,2,2B
9:48:59,40.86,2,BC
9:49:00,40.89,2,BC
9:49:00,40.9,4,2B
9:49:00,40.56,1,2B
9:49:01,40.9,5,2B
9:49:01,40.68,1,BC
9:49:04,37.58,8,2S
9:49:07,40.88,36,2B
9:49:11,40.9,4,2B
9:49:16,40.81,1,2B
9:49:16,40.88,5,2B
9:49:17,40.49,1,2S
9:49:21,40.61,10,2B
9:49:21,40.95,10,2S
9:49:23,40.9,1,2B
9:49:25,40.9,1,2B
9:49:26,41.72,1,2B
9:49:27,40.66,1,2B
9:49:28,40.9,3,2B
9:49:28,40.88,2,BC
9:49:29,40.5,5,BC
9:49:29,40.9,5,2B
9:49:29,38.94,1,2B
9:49:31,40.91,2,2B
9:49:33,40.91,1,2S
9:49:33,40.9,4,BC
9:49:33,40.91,4,2B
9:49:34,42.25,4,SC
9:49:36,40.91,1,2S
9:49:36,40.91,1,2S
9:49:36,40.91,1,2S
9:49:36,40.91,1,2S
9:49:36,40.91,1,2S
9:49:36,40.91,1,2S
9:49:36,40.91,1,2S
9:49:36,40.91,1,2S
9:49:36,40.91,1,2S
9:49:36,40.91,1,2S
9:49:36,40.91,1,2S
9:49:36,40.94,5,2S
9:49:36,40.91,1,2S
9:49:36,40.91,1,2S
9:49:39,40.9,1,2S
9:49:39,40.9,1,2S
9:49:39,40.9,1,2S
9:49:39,40.9,10,2S
9:49:39,40.91,1,SC
9:49:39,40.91,1,SC
9:49:39,40.91,1,SC
9:49:39,40.91,1,SC
9:49:39,40.91,1,SC
9:49:39,40.91,1,SC
9:49:39,40.91,1,SC
9:49:39,40.91,1,SC
9:49:40,40.9,1,SC
9:49:40,40.8,5,2B
9:49:40,40.85,1,2S
9:49:41,40.9,4,2B
9:49:42,40.9,1,2S
9:49:42,40.9,1,2S
9:49:42,40.9,1,2S
9:49:42,40.9,1,2S
9:49:42,40.9,1,2S
9:49:42,40.92,2,2B
9:49:42,40.9,1,2S
9:49:42,40.9,1,2S
9:49:42,40.9,1,2S
9:49:45,40.89,1,2S
9:49:45,40.89,1,2S
9:49:47,40.5,10,BC
9:49:47,40.87,29,BC
9:49:48,40.88,36,BC
9:49:48,40.88,2,2S
9:49:49,40.48,1,2S
9:49:49,40.88,9,2S
9:49:50,40.88,33,2S
9:49:50,40.87,1,2S
9:49:51,40.89,1,SC
9:49:54,40.86,3,2S
9:49:54,40.86,14,2S
9:49:54,40.82,1,2S
9:49:54,40.85,5,2S
9:49:57,40.85,1,2S
9:49:57,40.88,1,2S
9:49:57,40.89,1,2S
9:49:57,40.85,1,2S
9:49:57,40.85,1,2S
9:49:57,40.85,1,2S
9:49:57,40.85,1,2S
9:49:57,40.5,5,BC
9:49:57,40.9,1,SC
9:49:57,40.8,1,2S
9:49:57,40.9,1,SC
9:50:00,40.87,1,2S
9:50:00,40.87,1,2S
9:50:02,40.82,3,2B
9:50:03,40.82,4,2B
9:50:04,40.87,1,2S
9:50:04,40.96,12,SC
9:50:05,40.81,2,2B
9:50:07,40.8,5,2B
9:50:09,40.78,1,2B
9:50:11,40.8,1,2S
9:50:12,40.81,5,2B
9:50:15,40.82,12,2B
9:50:18,40.87,1,2B
9:50:18,40.87,3,2B
9:50:18,40.87,3,2B
9:50:18,40.86,1,2S
9:50:19,40.41,1,2S
9:50:19,40.8,2,BC
9:50:20,40.78,3,2B
9:50:21,40.81,25,2B
9:50:21,40.82,3,BC
9:50:21,40.88,2,2B
9:50:21,40.88,10,2B
9:50:21,40.88,7,2B
9:50:21,40.88,1,2B
9:50:21,40.88,1,2B
9:50:21,40.88,2,2B
9:50:21,40.88,1,2B
9:50:21,40.88,3,2B
9:50:21,40.88,3,2B
9:50:21,40.88,2,2B
9:50:21,40.88,2,2B
9:50:21,40.87,3,2B
9:50:21,40.88,1,2B
9:50:21,40.88,3,2B
9:50:21,40.88,34,2B
9:50:21,40.87,1,2B
9:50:21,40.88,32,2B
9:50:21,40.83,5,2B
9:50:24,40.89,3,2B
9:50:24,40.89,3,2B
9:50:24,40.89,1,2B
9:50:24,40.89,1,2B
9:50:24,40.89,1,2B
9:50:24,40.89,1,2B
9:50:24,40.89,3,2B
9:50:24,40.89,17,2B
9:50:24,40.89,5,2B
9:50:24,40.89,1,2B
9:50:24,40.87,2,BC
9:50:24,40.89,1,2B
9:50:24,40.89,1,2B
9:50:24,40.89,1,2B
9:50:24,40.89,1,2B
9:50:24,40.89,1,2B
9:50:24,40.87,3,BC
9:50:24,40.89,1,2B
9:50:24,40.89,1,2B
9:50:24,40.88,3,2B
9:50:27,40.94,1,2B
9:50:27,40.94,4,2B
9:50:27,40.94,1,2B
9:50:27,40.89,1,BC
9:50:27,40.94,4,2B
9:50:27,40.94,1,2B
9:50:27,40.94,3,2B
9:50:27,40.94,4,2B
9:50:27,40.94,3,2B
9:50:27,40.88,32,BC
9:50:27,40.94,4,2B
9:50:27,40.88,3,BC
9:50:27,40.88,34,BC
9:50:27,40.94,4,2B
9:50:27,40.94,4,2B
9:50:27,40.89,2,2B
9:50:27,40.88,3,BC
9:50:29,41.76,2,2B
9:50:29,40.95,9,2B
9:50:30,40.89,3,BC
9:50:30,40.95,11,2B
9:50:30,40.89,1,BC
9:50:30,40.89,1,BC
9:50:30,40.89,2,BC
9:50:30,40.89,1,BC
9:50:30,40.89,1,BC
9:50:30,40.94,2,2B
9:50:30,40.55,3,2B
9:50:30,40.89,2,BC
9:50:31,40.88,1,BC
9:50:31,41.23,1,2B
9:50:31,40.83,12,2B
9:50:32,41.23,1,2B
9:50:33,41.23,1,2B
9:50:33,41.03,1,2S
9:50:33,40.94,3,BC
9:50:33,41.03,1,2B
9:50:33,40.99,3,2B
9:50:33,40.94,2,BC
9:50:33,40.94,4,BC
9:50:33,40.94,4,BC
9:50:33,40.94,3,BC
9:50:33,40.94,4,BC
9:50:33,41.04,1,2B
9:50:34,40.89,1,BC
9:50:34,40.89,1,BC
9:50:34,40.89,1,BC
9:50:34,40.89,1,BC
9:50:34,41.04,2,2B
9:50:35,41.86,3,2B
9:50:36,40.83,5,BC
9:50:36,40.89,5,BC
9:50:36,40.89,1,BC
9:50:36,40.89,1,BC
9:50:36,41.07,2,2B
9:50:36,40.99,3,BC
9:50:36,40.3,1,2B
9:50:37,40.94,1,BC
9:50:37,41.03,1,2S
9:50:37,40.94,4,BC
9:50:37,40.94,4,BC
9:50:37,40.99,10,2B
9:50:38,41.35,1,2B
9:50:38,41.18,6,2B
9:50:39,41.04,1,BC
9:50:39,41.11,2,2B
9:50:39,41.93,1,2B
9:50:39,41.06,1,2S
9:50:39,41.07,3,2B
9:50:41,41.06,1,2S
9:50:42,41.1,3,2S
9:50:42,41.93,1,2B
9:50:44,41.5,4,2S
9:50:44,41.3,17,SC
9:50:44,40,3,2B
9:50:45,41.02,1,2S
9:50:46,41.92,2,2B
9:50:47,41.85,4,SC
9:50:47,41.3,1,SC
9:50:48,41.07,1,2S
9:50:48,41.07,12,2S
9:50:48,41.07,1,2S
9:50:48,41.07,1,2S
9:50:48,41.07,1,2S
9:50:48,41.07,1,2S
9:50:48,41.07,1,2S
9:50:48,41.07,1,2S
9:50:48,41.07,1,2S
9:50:48,41.07,1,2S
9:50:48,41.07,1,2S
9:50:48,41.07,1,2S
9:50:51,41.04,2,2S
9:50:51,41.04,1,2S
9:50:51,41.04,1,2S
9:50:51,41.04,1,2S
9:50:51,41.04,2,2S
9:50:51,41.04,2,2S
9:50:51,41.07,1,SC
9:50:51,41.04,2,2S
9:50:51,41.07,1,SC
9:50:51,41.07,1,SC
9:50:51,41.07,1,SC
9:50:51,41.04,2,2S
9:50:51,41.07,1,SC
9:50:52,41.89,1,2B
9:50:53,41.04,2,SC
9:50:54,40.99,10,2S
9:50:54,40.99,3,2S
9:50:54,40.99,4,2S
9:50:54,41.07,1,SC
9:50:54,40.99,1,2S
9:50:54,40.99,1,2S
9:50:54,40.99,1,2S
9:50:54,41.03,1,2S
9:50:54,40.99,1,2S
9:50:55,42.18,1,2S
9:50:56,40.45,5,2B
9:50:57,40.95,11,BC
9:50:57,40.94,1,BC
9:50:57,40.95,7,2S
9:50:57,40.95,1,2S
9:50:57,40.99,9,2S
9:50:57,40.99,1,SC
9:50:57,40.99,1,SC
9:50:57,40.99,1,SC
9:50:57,41.03,1,SC
9:50:57,40.99,1,SC
9:50:58,41.07,1,SC
9:50:58,41.07,1,SC
9:50:58,41.07,1,SC
9:50:58,41.07,1,SC
9:51:00,40.89,1,2S
9:51:00,40.9,4,2B
9:51:01,41.04,1,SC
9:51:01,41.04,1,SC
9:51:01,41.04,2,SC
9:51:01,41.04,2,SC
9:51:01,41.04,2,SC
9:51:03,40.9,1,2S
9:51:03,40.9,1,2S
9:51:03,40.9,1,2S
9:51:03,40.9,1,2S
9:51:03,40.9,1,2S
9:51:03,40.95,1,SC
9:51:03,40.9,1,2S
9:51:03,40.9,1,2S
9:51:03,40.9,1,2S
9:51:03,40.9,1,2S
9:51:03,40.9,1,2S
9:51:03,40.9,1,2S
9:51:03,40.9,1,2S
9:51:03,40.9,1,2S
9:51:03,40.9,1,2S
9:51:03,40.9,1,2S
9:51:03,40.9,1,2S
9:51:03,40.9,1,2S
9:51:03,40.9,2,2B
9:51:03,40.9,1,2S
9:51:03,40.9,1,2S
9:51:03,40.9,1,2S
9:51:03,41.04,1,2B
9:51:03,40.9,1,2S
9:51:04,40.9,1,2S
9:51:04,40.9,1,2S
9:51:04,40.9,3,2S
9:51:04,40.9,3,2S
9:51:04,40.9,1,2S
9:51:04,40.99,3,SC
9:51:04,40.9,1,2S
9:51:04,40.9,1,2S
9:51:04,40.9,1,2S
9:51:04,40.99,4,SC
9:51:06,40.89,1,2S
9:51:06,40.89,1,2S
9:51:06,40.89,1,2S
9:51:06,40.89,1,2S
9:51:06,40.89,1,2S
9:51:06,40.89,1,2S
9:51:06,40.89,1,2S
9:51:06,40.89,1,2S
9:51:06,40.9,1,SC
9:51:06,40.9,1,SC
9:51:06,40.9,1,SC
9:51:06,40.9,1,SC
9:51:06,40.89,3,2S
9:51:06,40.89,2,2S
9:51:06,40.9,1,SC
9:51:06,40.89,4,2S
9:51:06,40.9,1,SC
9:51:06,40.9,1,SC
9:51:06,40.9,1,SC
9:51:06,40.9,1,SC
9:51:06,40.09,4,2S
9:51:07,41.9,2,2B
9:51:07,40.95,7,SC
9:51:07,40.9,1,SC
9:51:07,40.9,1,SC
9:51:07,40.9,1,SC
9:51:07,40.9,1,SC
9:51:07,40.99,9,SC
9:51:07,40.9,1,SC
9:51:10,40.9,1,SC
9:51:12,40.83,1,2S
9:51:12,40.83,1,2S
9:51:12,40.83,1,2S
9:51:12,40.83,1,2S
9:51:12,40.83,1,2S
9:51:12,40.83,1,2S
9:51:12,40.83,1,2S
9:51:12,40.83,2,2S
9:51:12,40.83,1,2S
9:51:12,40.83,1,2S
9:51:13,40.83,1,2S
9:51:13,40.83,1,2S
9:51:13,40.83,1,2S
9:51:13,40.83,1,2S
9:51:13,40.83,2,2S
9:51:13,40.83,1,2S
9:51:14,40.02,2,2S
9:51:14,40.9,1,SC
9:51:14,40.9,1,SC
9:51:14,40.9,3,SC
9:51:14,40.9,3,SC
9:51:14,40.9,1,SC
9:51:14,40.02,10,2S
9:51:14,40.83,3,2B
9:51:14,40.83,3,2B
9:51:14,40.83,5,2B
9:51:14,40.83,1,2B
9:51:14,40.83,15,2B
9:51:14,40.83,15,2B
9:51:14,40.83,5,BC
9:51:14,40.83,1,BC
9:51:14,40.83,6,2B
9:51:16,40.83,10,2B
9:51:16,40.83,6,BC
9:51:18,40.85,5,2B
9:51:19,40.8,1,2B
9:51:19,40.83,15,BC
9:51:19,40.83,15,BC
9:51:19,40.86,1,2B
9:51:21,41.11,1,2S
9:51:21,41.06,6,2S
9:51:21,40.86,1,2S
9:51:21,40.86,1,2S
9:51:21,40.86,1,2S
9:51:21,40.86,1,2S
9:51:21,40.86,1,2S
9:51:21,40.86,1,2S
9:51:21,40.86,1,2S
9:51:22,40.86,1,2S
9:51:22,40.86,1,2S
9:51:22,41.06,6,SC
9:51:24,40.86,1,SC
9:51:24,41.07,2,2B
9:51:24,40.86,1,SC
9:51:24,40.86,1,SC
9:51:24,40.86,8,2B
9:51:24,40.45,1,2S
9:51:24,40.86,8,2B
9:51:24,40.85,1,2S
9:51:24,40.85,5,2S
9:51:24,40.85,3,2S
9:51:26,41,100,2S
9:51:26,40.8,1,2B
9:51:27,40.86,1,2S
9:51:27,40.86,1,2S
9:51:27,40.86,1,2S
9:51:27,40.86,1,2S
9:51:27,40.86,1,2S
9:51:27,40.04,5,2S
9:51:29,40.86,1,2S
9:51:29,42.5,12,SC
9:51:29,41.09,1,2S
9:51:30,40.86,1,2B
9:51:30,40.84,5,2B
9:51:30,40.83,2,2S
9:51:30,40.86,1,2S
9:51:31,40.86,7,2B
9:51:33,40.86,1,2S
9:51:33,40.86,2,2B
9:51:33,40.86,1,2S
9:51:33,40.84,3,BC
9:51:33,40.86,1,2S
9:51:33,40.86,1,2S
9:51:35,40.84,3,2B
9:51:36,40.86,1,2S
9:51:36,40.86,1,2S
9:51:36,40.86,2,2B
9:51:37,40.84,2,2B
9:51:38,40.86,1,2S
9:51:39,40.86,1,2S
9:51:39,40.79,5,BC
9:51:41,40.99,5,2S
9:51:41,40.99,16,2S
9:51:41,40.99,4,2S
9:51:41,40.77,4,2B
9:51:42,40.82,2,2B
9:51:43,40.03,5,2S
9:51:47,40.43,1,2S
9:51:47,40.98,3,2S
9:51:49,40.85,4,2B
9:51:51,40.85,4,2S
9:51:51,40.85,1,2S
9:51:51,40.85,3,2S
9:51:51,40.85,3,2S
9:51:51,40.85,1,2S
9:51:51,40.7,1,2B
9:51:52,40.86,10,2B
9:51:52,40.8,1,2S
9:51:54,40.86,1,2S
9:51:54,40.86,1,2S
9:51:55,40.04,4,2S
9:51:57,40.83,1,2S
9:51:58,40.81,1,2B
9:52:00,40.86,1,2B
9:52:00,40.84,3,2B
9:52:00,40.98,5,2S
9:52:00,40.99,4,SC
9:52:03,40.84,3,BC
9:52:03,40.84,3,2B
9:52:04,40.02,4,2S
9:52:04,40.84,20,2B
9:52:04,40,2,2B
9:52:06,40.98,7,2S
9:52:07,40.97,5,2S
9:52:09,40.83,10,2B
9:52:10,40.03,20,2S
9:52:12,39.6,7,2B
9:52:12,40.97,4,2S
9:52:14,40.8,1,2B
9:52:15,40.83,1,2B
9:52:16,40.86,10,2B
9:52:17,40.96,3,2S
9:52:18,40.86,1,2S
9:52:18,40.86,1,2S
9:52:18,40.86,1,2S
9:52:19,40.02,13,2S
9:52:19,40.96,4,2S
9:52:19,40.97,5,2B
9:52:20,40.98,3,SC
9:52:23,40.96,1,2S
9:52:23,40.98,7,SC
9:52:24,40.96,4,2S
9:52:25,40.02,8,2S
9:52:26,40.8,4,2B
9:52:27,40.83,12,2B
9:52:27,41.3,12,SC
9:52:28,40.83,3,2B
9:52:29,40.81,5,2B
9:52:30,40.86,4,2B
9:52:31,40.97,4,SC
9:52:32,40.98,5,SC
9:52:33,40,4,BC
9:52:33,40.83,1,2B
9:52:33,40.83,3,2B
9:52:33,40.81,5,BC
9:52:34,40.83,10,2B
9:52:37,40.98,12,2S
9:52:37,40.05,4,2S
9:52:39,40.96,4,SC
9:52:39,40.96,5,2B
9:52:39,40.96,2,2S
9:52:42,40.77,1,2B
9:52:43,40.96,1,2S
9:52:46,41.97,1,2S
9:52:47,40.7,5,2B
9:52:49,40.84,5,2B
9:52:53,40.7,2,2B
9:53:00,40.96,1,2S
9:53:03,40.84,3,2B
9:53:04,40.5,5,2B
9:53:04,40.79,1,2S
9:53:04,40.83,5,2B
9:53:07,40.85,2,2B
9:53:07,40.83,3,2B
9:53:09,40.84,3,BC
9:53:09,40.85,2,2B
9:53:09,40.96,1,2B
9:53:12,40.85,7,2B
9:53:12,40.95,1,2S
9:53:19,40.3,5,2B
9:53:21,40.83,1,2B
9:53:22,40.01,1,2B
9:53:23,40.86,2,2B
9:53:23,40.84,10,2B
9:53:23,40.89,2,2B
9:53:24,40.8,2,2B
9:53:24,40.85,2,BC
9:53:24,40.89,3,2B
9:53:26,40.99,5,SC
9:53:26,40.97,5,SC
9:53:28,40.83,12,BC
9:53:31,40.95,2,2B
9:53:31,40.95,1,2S
9:53:32,40.9,3,2B
9:53:33,40.89,3,BC
9:53:33,40.9,3,2B
9:53:35,40.98,12,SC
9:53:36,40.8,2,BC
9:53:36,41.09,1,SC
9:53:40,41.88,1,2S
9:53:46,40.96,1,2B
9:53:47,40.96,7,2S
9:53:50,40.86,2,BC
9:53:53,42.96,12,2S
9:53:56,42.97,1,SC
9:53:57,40.9,1,2S
9:54:00,40.9,1,2S
9:54:03,40.96,2,2S
9:54:03,40.9,1,2S
9:54:03,40.9,1,2S
9:54:03,40.93,2,2B
9:54:03,40.8,5,2B
9:54:05,40.83,3,BC
9:54:06,40.93,3,2S
9:54:06,40.93,2,2S
9:54:06,40.93,1,2S
9:54:06,40.93,1,2S
9:54:06,42.78,1,2S
9:54:06,40.93,2,2S
9:54:06,40.93,2,2S
9:54:06,40.93,1,2S
9:54:06,40.93,2,2S
9:54:06,40.93,1,2S
9:54:06,40.9,2,BC
9:54:06,40.93,3,2B
9:54:07,40.88,1,2S
9:54:09,40.96,2,SC
9:54:09,40.93,1,SC
9:54:09,40.93,1,SC
9:54:09,40.12,2,2S
9:54:12,40.93,2,2S
9:54:12,40.85,1,2S
9:54:12,37.58,8,2S
9:54:13,40.93,1,SC
9:54:16,40.93,2,SC
9:54:16,40.93,2,SC
9:54:18,40.92,1,2S
9:54:21,40.93,2,SC
9:54:21,40.93,2,SC
9:54:24,40.92,2,2S
9:54:28,40.81,20,2B
9:54:30,40.82,12,BC
9:54:30,40.85,1,2B
9:54:31,38,10,2B
9:54:33,40.84,3,2B
9:54:33,40.85,3,2B
9:54:34,40.84,30,2B
